0	   0	4 Externe Schnittstellen	       -29.5	bm25
0	   1	2.2.5.4 Zugriffsberechtigung	       -32.0	bm25
0	   2	2.1.20 E/E Auftrag-Nummernformat	       -59.6	bm25
0	   3	2.2.28  Dialog: Baureihen zuordnen	       -61.5	bm25
0	   4	2.2.2 Allgemeine Dialoge	       -63.2	bm25
0	   5	5.3.1  Optimistisches Sperren	       -63.3	bm25
0	   6	2.2.26  Dialog: Benutzer verwalten	       -63.3	bm25
0	   7	2.2 Oberflächen	       -63.4	bm25
0	   8	2.1.17 Benutzereinstellungen	       -63.4	bm25
0	   9	2.3.4  Prozess für Ablehung	       -63.8	bm25
0	  10	2.1 Generelle Anforderungen	       -65.8	bm25
0	  11	2 Navigation und Dialogabläufe	       -66.0	bm25
0	  12	2.3.1  Prozess für einen E/E Auftrag auf Basis PiT	       -66.2	bm25
0	  13	2.2.17 Dialog: Ausstattung anzeigen	       -66.6	bm25
0	  14	2.2.7.2 Dialog: Montagebericht bearbeiten & anzeigen	       -66.7	bm25
0	  15	2.2.7  Dialog: (Reinen) E/E Auftrag[LE54] anlegen/bearbeiten	       -67.0	bm25
0	  16	2.1.14 Internationalisierung	       -67.3	bm25
0	  17	5.5 Archivierungskonzept[LE187]	       -68.8	bm25
0	  18	5.1.2 Richtung: VEEMOS zu PiT	       -70.0	bm25
0	  19	2.2.5.1.1 Navigationsbaum	       -70.1	bm25
0	  20	2.1.11 Hilfe[LE11]	       -70.6	bm25
0	  21	2.2.29  Dialog: Info[LE155]	       -70.8	bm25
0	  22	2.1.19 FiNAS-Nummernformat	       -71.1	bm25
0	  23	2.3.2  Prozess für einen Reinen E/E Auftrag auf Basis VEEMOS	       -71.5	bm25
0	  24	5 Technische Aspekte[LE178]	       -72.4	bm25
0	  25	2.1.1  Benutzerrechte	       -72.6	bm25
0	  26	2.2.5.1 Filter	       -72.8	bm25
0	  27	5.4.2 Auslöser „Zuständigkeitswechsel[LE185]“	       -73.2	bm25
0	  28	2.2.5.5 E/E Auftragsverwaltung Mastertabelle	       -73.4	bm25
0	  29	2.2.27  Dialog: Benutzer pflegen	       -73.8	bm25
0	  30	2.2.10 Dialog: Auftrag anzeigen[LE95]	       -73.8	bm25
0	  31	2.2.15  Dialog: Kurztest anzeigen	       -74.0	bm25
0	  32	2.3.3  Prozess für Stornierung	       -74.9	bm25
0	  33	2.2.1 Master- und Detailbereich	       -75.1	bm25
0	  34	2.2.5 E/E Auftragsverwaltung	       -75.2	bm25
0	  35	2.1.10 Filtern von Auswahllisten	       -75.5	bm25
0	  36	6 Glossar	       -75.6	bm25
0	  37	2.2.8  Dialog: Auftragsinhalte[LE93] übernehmen	       -75.7	bm25
0	  38	2.1.16 Auflösung und Fenstergröße	       -75.9	bm25
0	  39	2.2.7.1 Bereich Anhänge	       -76.3	bm25
0	  40	1.1 Ausgangssituation	       -77.3	bm25
0	  41	2.2.19  Dialog: FiNAS-Fahrzeugdatensätze anzeigen	       -77.4	bm25
0	  42	2.2.5.3 Kopfbereich	       -77.9	bm25
0	  43	2.2.11  Dialog: Reinen[LE97] E/E Auftrag zuordnen	       -79.2	bm25
0	  44	5.1 Kommunikation und  Positionsabgleich zwischen PiT und der Auftragsverwaltung[LE179] zu Montageberichten[LE180]	       -79.3	bm25
0	  45	5.1.3 Paralleles Anlegen von Positionen	       -79.8	bm25
0	  46	2.2.4 Synchronisierung	       -80.0	bm25
0	  47	5.1.1 Richtung: PiT zu VEEMOS	       -80.1	bm25
0	  48	3.1.3 FO: Configuration	       -80.5	bm25
0	  49	5.3.2 Explizites Sperren	       -80.7	bm25
0	  50	2.2.5.1.2 Tabellenspalten	       -80.7	bm25
0	  51	2.2.6 Offener Auftrag – Hinweismeldung	       -81.1	bm25
0	  52	2.3.5  Prozess bei diversen Zielzuständen	       -81.4	bm25
0	  53	2.2.22  Dialog: Messumfängekatalog[LE120]	       -82.0	bm25
0	  54	2.2.5.3.2 Toolbar	       -82.1	bm25
0	  55	2.2.14 Dialog: Kurztest laden	       -83.0	bm25
0	  56	2.2.16 Dialog: Ausstattung laden	       -83.1	bm25
0	  57	2.2.24 Dialog: Massenanlage[LE124] (reine) E/E Aufträge	       -83.3	bm25
0	  58	3.1.1 FO: User	       -83.7	bm25
0	  59	2.2.9 Dialog: Fahrzeughistorie[LE94]	       -83.8	bm25
0	  60	5.4.1 Auslöser[LE184] „Statuswechsel“ und „PIT Auftragseingang“	       -83.9	bm25
0	  61	2.2.5.3.1 Menüleiste	       -84.4	bm25
0	  62	2.1.13 Tab-Reihenfolge	       -84.6	bm25
0	  63	2.2.5.6  E/E Auftragsverwaltung Detailbereich[LE51]	       -84.6	bm25
0	  64	2.2.25  Dialog: Massenbearbeitung[LE135] von Aufträgen	       -85.2	bm25
0	  65	5.3 Sperrkonzept	       -85.3	bm25
0	  66	2.1.8 Export von Tabelleninhalten	       -85.4	bm25
0	  67	5.2 Berechtigungskonzept	       -85.5	bm25
0	  68	2.1.6 Benannte Sichten von Tabellen	       -85.5	bm25
0	  69	2.1.12  Enablement und Sichtbarkeit	       -85.6	bm25
0	  70	2.2.5.2.2 Kontextmenü Masterbereich	       -85.6	bm25
0	  71	2.1.7  Kopieren von Tabelleninhalten	       -85.9	bm25
0	  72	3.1.2 FO: AuthorizationProfile	       -85.9	bm25
0	  73	2.1.2 Filtern von Tabellen	       -86.4	bm25
0	  74	2.1.15 Spracheinstellung	       -86.6	bm25
0	  75	2.2.23  Dialog: Montageberichtskatalog[LE121]	       -86.8	bm25
0	  76	2.1.3 Sortieren von Tabellen	       -87.0	bm25
0	  77	2.2.21  Dialog: Kontierungsverwaltung[LE119]	       -87.6	bm25
0	  78	2.1.4  Spaltenbreiten und -positionen in Tabellen	       -87.6	bm25
0	  79	2.1.5  Ein und Ausblenden von Tabellenspalten	       -88.3	bm25
0	  80	1.2 Prozessbeschreibung	       -88.5	bm25
0	  81	2.1.9 Herunterladen von[LE10] Anhängen	       -88.8	bm25
0	  82	2.3  Auftragstatus	       -89.1	bm25
0	  83	2.2.5.2.1 Kontextmenü Navigationsbaum[LE26]	       -89.6	bm25
0	  84	2.2.18 Dialog: Auswertung Lebenslauf[LE115]	       -90.8	bm25
0	  85	2.2.7.2.1 Dialog: Montageberichtkatalog	       -91.4	bm25
0	  86	2.2.3 Zugriff	       -91.4	bm25
0	  87	2.1.18 Datumsformat	       -91.4	bm25
0	  88	2.2.13  Dialog: (Neue) Meisterei anlegen/bearbeiten	       -92.8	bm25
0	  89	2.2.1.1 Detailbereich allgemein	       -94.0	bm25
0	  90	2.2.12  Dialog: Zuordnung[LE98] HW/SW Umbaumeisterei	       -94.5	bm25
1	   0	2.2.5.4 Zugriffsberechtigung	       -29.1	bm25
1	   1	4 Externe Schnittstellen	       -33.9	bm25
1	   2	2.2.5.1 Filter	       -62.1	bm25
