0	   0	2.2.7  Dialog: (Reinen) E/E Auftrag[LE54] anlegen/bearbeiten	       93.50	tfidf
0	   1	2.2.7.2 Dialog: Montagebericht bearbeiten & anzeigen	       68.39	tfidf
0	   2	2.3.1  Prozess für einen E/E Auftrag auf Basis PiT	       67.90	tfidf
0	   3	2.2.7.1 Bereich Anhänge	       55.57	tfidf
0	   4	2.3.2  Prozess für einen Reinen E/E Auftrag auf Basis VEEMOS	       50.55	tfidf
0	   5	2.2.5.5 E/E Auftragsverwaltung Mastertabelle	       43.34	tfidf
0	   6	6 Glossar	       42.18	tfidf
0	   7	2.2.25  Dialog: Massenbearbeitung[LE135] von Aufträgen	       41.14	tfidf
0	   8	2.2.5.3.1 Menüleiste	       37.06	tfidf
0	   9	2.2.10 Dialog: Auftrag anzeigen[LE95]	       35.47	tfidf
0	  10	2.2.11  Dialog: Reinen[LE97] E/E Auftrag zuordnen	       34.48	tfidf
0	  11	2.2.5.4 Zugriffsberechtigung	       34.21	tfidf
0	  12	2.2.8  Dialog: Auftragsinhalte[LE93] übernehmen	       33.88	tfidf
0	  13	2.2.5.3.2 Toolbar	       33.86	tfidf
0	  14	2.2.24 Dialog: Massenanlage[LE124] (reine) E/E Aufträge	       33.68	tfidf
0	  15	2.2.23  Dialog: Montageberichtskatalog[LE121]	       33.63	tfidf
0	  16	2.2.5.2.2 Kontextmenü Masterbereich	       30.43	tfidf
0	  17	2.3.5  Prozess bei diversen Zielzuständen	       29.59	tfidf
0	  18	2.2.14 Dialog: Kurztest laden	       28.61	tfidf
0	  19	2.2.16 Dialog: Ausstattung laden	       28.28	tfidf
0	  20	2.2.5.1.1 Navigationsbaum	       26.45	tfidf
0	  21	2.2.22  Dialog: Messumfängekatalog[LE120]	       24.53	tfidf
0	  22	2.2.27  Dialog: Benutzer pflegen	       24.22	tfidf
0	  23	2.2.15  Dialog: Kurztest anzeigen	       20.29	tfidf
0	  24	2.2.6 Offener Auftrag – Hinweismeldung	       19.00	tfidf
0	  25	5.2 Berechtigungskonzept	       18.81	tfidf
0	  26	2.2.18 Dialog: Auswertung Lebenslauf[LE115]	       18.69	tfidf
0	  27	5.4.2 Auslöser „Zuständigkeitswechsel[LE185]“	       18.39	tfidf
0	  28	2.2.21  Dialog: Kontierungsverwaltung[LE119]	       18.33	tfidf
0	  29	2.2.17 Dialog: Ausstattung anzeigen	       17.88	tfidf
0	  30	2.2.12  Dialog: Zuordnung[LE98] HW/SW Umbaumeisterei	       17.29	tfidf
0	  31	2.2.5.1.2 Tabellenspalten	       17.07	tfidf
0	  32	3.1.2 FO: AuthorizationProfile	       15.63	tfidf
0	  33	2.2.13  Dialog: (Neue) Meisterei anlegen/bearbeiten	       14.98	tfidf
0	  34	2.2.5.2.1 Kontextmenü Navigationsbaum[LE26]	       14.72	tfidf
0	  35	5.5 Archivierungskonzept[LE187]	       14.25	tfidf
0	  36	5.4.1 Auslöser[LE184] „Statuswechsel“ und „PIT Auftragseingang“	       13.49	tfidf
0	  37	2.2.29  Dialog: Info[LE155]	       11.92	tfidf
0	  38	5.3.2 Explizites Sperren	       11.85	tfidf
0	  39	2.2.5.6  E/E Auftragsverwaltung Detailbereich[LE51]	       11.84	tfidf
0	  40	2.2.19  Dialog: FiNAS-Fahrzeugdatensätze anzeigen	       11.83	tfidf
0	  41	2.3  Auftragstatus	       10.88	tfidf
0	  42	3.1.1 FO: User	       10.24	tfidf
0	  43	2.2.7.2.1 Dialog: Montageberichtkatalog	       10.06	tfidf
0	  44	2.2.9 Dialog: Fahrzeughistorie[LE94]	       9.980	tfidf
0	  45	2.2.3 Zugriff	       8.210	tfidf
0	  46	2.1.10 Filtern von Auswahllisten	       7.647	tfidf
0	  47	2.1.1  Benutzerrechte	       6.904	tfidf
