0    0    4 Externe Schnittstellen           -29.5    bm25    
0    1    2.2.5.4 Zugriffsberechtigung           -30.4    bm25    2
0    2    2.1.20 E/E Auftrag-Nummernformat           -59.6    bm25    
0    3    2.2.28  Dialog: Baureihen zuordnen           -61.5    bm25    
0    4    2.2.2 Allgemeine Dialoge           -63.2    bm25    
0    5    5.3.1  Optimistisches Sperren           -63.3    bm25    
0    6    2.2.26  Dialog: Benutzer verwalten           -63.3    bm25    
0    7    2.2 Oberflächen           -63.4    bm25    
0    8    2.1.17 Benutzereinstellungen           -63.4    bm25    
0    9    2.3.4  Prozess für Ablehung           -64.2    bm25    
0    10    2.3.1  Prozess für einen E/E Auftrag auf Basis PiT           -65.4    bm25    
0    11    2.1 Generelle Anforderungen           -65.8    bm25    
0    12    2 Navigation und Dialogabläufe           -65.8    bm25    
0    13    2.2.7.2 Dialog: Montagebericht bearbeiten & anzeigen           -65.9    bm25    
0    14    2.2.7  Dialog: (Reinen) E/E Auftrag[LE54] anlegen/bearbeiten           -66.8    bm25    
0    15    2.1.14 Internationalisierung           -67.3    bm25    
0    16    5.5 Archivierungskonzept[LE187]           -67.6    bm25    
0    17    2.2.17 Dialog: Ausstattung anzeigen           -69.7    bm25    
0    18    5.1.2 Richtung: VEEMOS zu PiT           -70.0    bm25    
0    19    2.1.11 Hilfe[LE11]           -70.6    bm25    
0    20    2.2.29  Dialog: Info[LE155]           -70.7    bm25    
0    21    2.1.19 FiNAS-Nummernformat           -71.1    bm25    
0    22    2.2.5.5 E/E Auftragsverwaltung Mastertabelle           -71.1    bm25    
0    23    5 Technische Aspekte[LE178]           -72.2    bm25    
0    24    2.3.2  Prozess für einen Reinen E/E Auftrag auf Basis VEEMOS           -72.5    bm25    
0    25    2.2.5.1 Filter           -72.8    bm25    
0    26    2.2.27  Dialog: Benutzer pflegen           -72.9    bm25    
0    27    2.1.1  Benutzerrechte           -73.0    bm25    
0    28    2.2.5.1.1 Navigationsbaum           -73.5    bm25    5
0    29    2.2.10 Dialog: Auftrag anzeigen[LE95]           -73.9    bm25    
0    30    2.2.7.1 Bereich Anhänge           -74.4    bm25    
0    31    2.2.1 Master- und Detailbereich           -75.1    bm25    
0    32    2.2.5 E/E Auftragsverwaltung           -75.2    bm25    
0    33    5.4.2 Auslöser „Zuständigkeitswechsel[LE185]“           -75.4    bm25    
0    34    2.1.10 Filtern von Auswahllisten           -75.5    bm25    
0    35    2.2.8  Dialog: Auftragsinhalte[LE93] übernehmen           -75.9    bm25    
0    36    2.1.16 Auflösung und Fenstergröße           -75.9    bm25    
0    37    2.3.3  Prozess für Stornierung           -76.1    bm25    
0    38    1.1 Ausgangssituation           -77.3    bm25    
0    39    2.2.5.3 Kopfbereich           -77.9    bm25    
0    40    3.1.3 FO: Configuration           -78.2    bm25    
0    41    6 Glossar           -78.5    bm25    
0    42    2.2.11  Dialog: Reinen[LE97] E/E Auftrag zuordnen           -78.6    bm25    
0    43    5.1 Kommunikation und  Positionsabgleich zwischen PiT und der Auftragsverwaltung[LE179] zu Montageberichten[LE180]           -79.2    bm25    
0    44    2.2.19  Dialog: FiNAS-Fahrzeugdatensätze anzeigen           -79.4    bm25    
0    45    2.2.4 Synchronisierung           -79.7    bm25    
0    46    5.1.3 Paralleles Anlegen von Positionen           -79.8    bm25    
0    47    5.1.1 Richtung: PiT zu VEEMOS           -80.0    bm25    
0    48    2.2.15  Dialog: Kurztest anzeigen           -80.1    bm25    
0    49    2.2.5.1.2 Tabellenspalten           -80.5    bm25    
0    50    5.3.2 Explizites Sperren           -80.6    bm25    
0    51    2.2.6 Offener Auftrag – Hinweismeldung           -80.6    bm25    
0    52    2.2.5.3.2 Toolbar           -80.9    bm25    3
0    53    2.3.5  Prozess bei diversen Zielzuständen           -81.4    bm25    
0    54    2.2.24 Dialog: Massenanlage[LE124] (reine) E/E Aufträge           -82.9    bm25    
0    55    2.2.16 Dialog: Ausstattung laden           -83.3    bm25    
0    56    2.2.14 Dialog: Kurztest laden           -83.3    bm25    
0    57    2.2.22  Dialog: Messumfängekatalog[LE120]           -83.4    bm25    
0    58    5.4.1 Auslöser[LE184] „Statuswechsel“ und „PIT Auftragseingang“       -83.9    bm25        
0    59    2.2.5.6  E/E Auftragsverwaltung Detailbereich[LE51]           -83.9    bm25    
0    60    2.2.5.3.1 Menüleiste           -84.2    bm25    1
0    61    2.1.3 Sortieren von Tabellen           -84.3    bm25    
0    62    2.1.13 Tab-Reihenfolge           -84.6    bm25    
0    63    2.1.8 Export von Tabelleninhalten           -85.2    bm25    
0    64    5.3 Sperrkonzept           -85.3    bm25    
0    65    2.2.25  Dialog: Massenbearbeitung[LE135] von Aufträgen           -85.3    bm25    
0    66    2.2.9 Dialog: Fahrzeughistorie[LE94]           -85.4    bm25    
0    67    2.1.6 Benannte Sichten von Tabellen           -85.5    bm25    
0    68    2.2.5.2.2 Kontextmenü Masterbereich           -85.5    bm25    4
0    69    2.1.12  Enablement und Sichtbarkeit           -85.5    bm25    
0    70    2.1.7  Kopieren von Tabelleninhalten           -85.6    bm25    
0    71    2.1.2 Filtern von Tabellen           -86.2    bm25    
0    72    5.2 Berechtigungskonzept           -86.2    bm25    
0    73    3.1.1 FO: User           -86.4    bm25    
0    74    3.1.2 FO: AuthorizationProfile           -86.4    bm25    
0    75    2.1.15 Spracheinstellung           -86.4    bm25    
0    76    2.1.4  Spaltenbreiten und -positionen in Tabellen           -87.2    bm25    
0    77    2.2.23  Dialog: Montageberichtskatalog[LE121]           -87.3    bm25    
0    78    2.1.5  Ein und Ausblenden von Tabellenspalten           -88.1    bm25    
0    79    1.2 Prozessbeschreibung           -88.5    bm25    
0    80    2.1.9 Herunterladen von[LE10] Anhängen           -88.6    bm25    
0    81    2.2.5.2.1 Kontextmenü Navigationsbaum[LE26]           -89.2    bm25    
0    82    2.3  Auftragstatus           -89.6    bm25    
0    83    2.2.21  Dialog: Kontierungsverwaltung[LE119]           -90.1    bm25    
0    84    2.2.18 Dialog: Auswertung Lebenslauf[LE115]           -91.1    bm25    
0    85    2.2.7.2.1 Dialog: Montageberichtkatalog           -91.1    bm25    
0    86    2.1.18 Datumsformat           -91.4    bm25    
0    87    2.2.3 Zugriff           -92.2    bm25    
0    88    2.2.13  Dialog: (Neue) Meisterei anlegen/bearbeiten           -92.5    bm25    
0    89    2.2.1.1 Detailbereich allgemein           -92.9    bm25    
