0    0    2.2.7  Dialog: (Reinen) E/E Auftrag[LE54] anlegen/bearbeiten           94.59    tfidf    
0    1    2.2.7.2 Dialog: Montagebericht bearbeiten & anzeigen           69.66    tfidf    
0    2    2.3.1  Prozess für einen E/E Auftrag auf Basis PiT           68.28    tfidf    
0    3    2.2.7.1 Bereich Anhänge           57.77    tfidf    
0    4    2.3.2  Prozess für einen Reinen E/E Auftrag auf Basis VEEMOS           47.86    tfidf    
0    5    2.2.5.5 E/E Auftragsverwaltung Mastertabelle           44.73    tfidf    
0    6    2.2.25  Dialog: Massenbearbeitung[LE135] von Aufträgen           41.53    tfidf    
0    7    6 Glossar           40.53    tfidf    
0    8    2.2.5.3.1 Menüleiste           37.16    tfidf    1
0    9    2.2.5.4 Zugriffsberechtigung           35.54    tfidf    2
0    10    2.2.11  Dialog: Reinen[LE97] E/E Auftrag zuordnen           35.32    tfidf    
0    11    2.2.10 Dialog: Auftrag anzeigen[LE95]           35.29    tfidf    
0    12    2.2.8  Dialog: Auftragsinhalte[LE93] übernehmen           34.68    tfidf    
0    13    2.2.5.3.2 Toolbar           34.00    tfidf    3
0    14    2.2.24 Dialog: Massenanlage[LE124] (reine) E/E Aufträge           33.07    tfidf    
0    15    2.2.23  Dialog: Montageberichtskatalog[LE121]           31.56    tfidf    
0    16    2.2.5.2.2 Kontextmenü Masterbereich           30.48    tfidf    4
0    17    2.3.5  Prozess bei diversen Zielzuständen           29.59    tfidf    
0    18    2.2.14 Dialog: Kurztest laden           28.42    tfidf    
0    19    2.2.16 Dialog: Ausstattung laden           28.41    tfidf    
0    20    2.2.27  Dialog: Benutzer pflegen           24.26    tfidf    
0    21    2.2.5.1.1 Navigationsbaum           24.25    tfidf    5
0    22    2.2.22  Dialog: Messumfängekatalog[LE120]           23.77    tfidf    
0    23    2.2.15  Dialog: Kurztest anzeigen           20.35    tfidf    
0    24    2.2.6 Offener Auftrag – Hinweismeldung           19.02    tfidf    
0    25    2.2.18 Dialog: Auswertung Lebenslauf[LE115]           18.96    tfidf    
0    26    5.4.2 Auslöser „Zuständigkeitswechsel[LE185]“           17.71    tfidf    
0    27    2.2.12  Dialog: Zuordnung[LE98] HW/SW Umbaumeisterei           17.34    tfidf    
0    28    5.2 Berechtigungskonzept           16.43    tfidf    
0    29    2.2.21  Dialog: Kontierungsverwaltung[LE119]           16.30    tfidf    
0    30    2.2.5.1.2 Tabellenspalten           16.28    tfidf    
0    31    3.1.2 FO: AuthorizationProfile           15.63    tfidf    
0    32    2.2.13  Dialog: (Neue) Meisterei anlegen/bearbeiten           15.06    tfidf    
0    33    2.2.17 Dialog: Ausstattung anzeigen           14.84    tfidf    
0    34    2.2.5.2.1 Kontextmenü Navigationsbaum[LE26]           14.54    tfidf    
0    35    5.5 Archivierungskonzept[LE187]           14.31    tfidf    
0    36    5.4.1 Auslöser[LE184] „Statuswechsel“ und „PIT Auftragseingang“       13.49    tfidf        
0    37    5.3.2 Explizites Sperren           12.24    tfidf    
0    38    2.2.29  Dialog: Info[LE155]           11.94    tfidf    
0    39    2.2.5.6  E/E Auftragsverwaltung Detailbereich[LE51]           11.15    tfidf    
0    40    2.2.19  Dialog: FiNAS-Fahrzeugdatensätze anzeigen           10.60    tfidf    
0    41    2.3  Auftragstatus           10.20    tfidf    
0    42    2.2.7.2.1 Dialog: Montageberichtkatalog           10.06    tfidf    
0    43    2.2.9 Dialog: Fahrzeughistorie[LE94]    9,980    tfidf    
0    44    3.1.1 FO: User    8,990    tfidf    
0    45    2.1.10 Filtern von Auswahllisten    7,647    tfidf    
0    46    2.2.3 Zugriff    7,526    tfidf    
0    47    2.1.1  Benutzerrechte    6,904    tfidf    
0    48    2.1.12  Enablement und Sichtbarkeit    4,653    tfidf    
0    49    2.2.5.3 Kopfbereich    4,082    tfidf    
0    50    2.2.1.1 Detailbereich allgemein    4,038    tfidf    
0    51    1.2 Prozessbeschreibung    3,913    tfidf    
0    52    2.3.4  Prozess für Ablehung    3,650    tfidf    
0    53    2.3.3  Prozess für Stornierung    3,258    tfidf    
0    54    2.1.4  Spaltenbreiten und -positionen in Tabellen    2,592    tfidf    
0    55    2.1.9 Herunterladen von[LE10] Anhängen    2,586    tfidf    
0    56    2.1.5  Ein und Ausblenden von Tabellenspalten    2,491    tfidf    
0    57    2.2.5 E/E Auftragsverwaltung    1,876    tfidf    
0    58    2.2.4 Synchronisierung    1,749    tfidf    
0    59    5.1.3 Paralleles Anlegen von Positionen    1,502    tfidf    
0    60    5.1 Kommunikation und  Positionsabgleich zwischen PiT und der Auftragsverwaltung[LE179] zu Montageberichten[LE180]    1,396    tfidf    
0    61    2.1.3 Sortieren von Tabellen    1,249    tfidf    
0    62    2.1.6 Benannte Sichten von Tabellen           0.826    tfidf    
0    63    5.1.1 Richtung: PiT zu VEEMOS           0.803    tfidf    
0    64    2.1.16 Auflösung und Fenstergröße           0.716    tfidf    
0    65    2.1.18 Datumsformat           0.607    tfidf    
0    66    2.1.2 Filtern von Tabellen           0.359    tfidf    
0    67    2.1.15 Spracheinstellung           0.295    tfidf    
0    68    2.1.8 Export von Tabelleninhalten           0.275    tfidf    
0    69    2.1.7  Kopieren von Tabelleninhalten           0.275    tfidf    
0    70    3.1.3 FO: Configuration           0.139    tfidf    
0    71    5.3 Sperrkonzept           0.125    tfidf    
0    72    2.1.11 Hilfe[LE11]           0.124    tfidf    
0    73    2.1.13 Tab-Reihenfolge           0.117    tfidf    
0    74    1.1 Ausgangssituation           0.117    tfidf    
0    75    2 Navigation und Dialogabläufe           0.061    tfidf    
0    76    2.1 Generelle Anforderungen           0.048    tfidf    
0    77    2.1.14 Internationalisierung           0.038    tfidf    
0    78    4 Externe Schnittstellen             0.0    tfidf    
0    79    5.3.1  Optimistisches Sperren             0.0    tfidf    
0    80    2.2.28  Dialog: Baureihen zuordnen             0.0    tfidf    
0    81    2.2.26  Dialog: Benutzer verwalten             0.0    tfidf    
0    82    2.2.2 Allgemeine Dialoge             0.0    tfidf    
0    83    2.2 Oberflächen             0.0    tfidf    
0    84    2.1.20 E/E Auftrag-Nummernformat             0.0    tfidf    
0    85    2.1.17 Benutzereinstellungen             0.0    tfidf    
0    86    5.1.2 Richtung: VEEMOS zu PiT             0.0    tfidf    
0    87    5 Technische Aspekte[LE178]             0.0    tfidf    
0    88    2.2.5.1 Filter             0.0    tfidf    
0    89    2.2.1 Master- und Detailbereich             0.0    tfidf    
0    90    2.1.19 FiNAS-Nummernformat             0.0    tfidf    
1    0    2.2.7  Dialog: (Reinen) E/E Auftrag[LE54] anlegen/bearbeiten           107.9    tfidf    
1    1    2.2.7.2 Dialog: Montagebericht bearbeiten & anzeigen           65.84    tfidf    
1    2    2.3.1  Prozess für einen E/E Auftrag auf Basis PiT           64.40    tfidf    
1    3    2.2.5.5 E/E Auftragsverwaltung Mastertabelle           56.13    tfidf    1
1    4    2.2.25  Dialog: Massenbearbeitung[LE135] von Aufträgen           55.21    tfidf    2
1    5    2.2.23  Dialog: Montageberichtskatalog[LE121]           54.42    tfidf    3
1    6    2.2.7.1 Bereich Anhänge           53.70    tfidf    
1    7    2.2.5.3.1 Menüleiste           50.48    tfidf    4
1    8    2.3.2  Prozess für einen Reinen E/E Auftrag auf Basis VEEMOS           49.59    tfidf    
1    9    6 Glossar           47.13    tfidf    
1    10    2.2.24 Dialog: Massenanlage[LE124] (reine) E/E Aufträge           43.15    tfidf    
1    11    2.2.5.2.2 Kontextmenü Masterbereich           39.38    tfidf    5
1    12    2.2.5.2.1 Kontextmenü Navigationsbaum[LE26]           37.56    tfidf    
1    13    2.2.5.3.2 Toolbar           33.66    tfidf    
1    14    2.2.5.1.1 Navigationsbaum           32.95    tfidf    
1    15    2.2.14 Dialog: Kurztest laden           29.45    tfidf    
1    16    2.3.5  Prozess bei diversen Zielzuständen           29.35    tfidf    
1    17    2.2.13  Dialog: (Neue) Meisterei anlegen/bearbeiten           28.35    tfidf    
1    18    2.2.21  Dialog: Kontierungsverwaltung[LE119]           27.62    tfidf    
1    19    2.2.10 Dialog: Auftrag anzeigen[LE95]           27.18    tfidf    
1    20    2.2.16 Dialog: Ausstattung laden           26.63    tfidf    
1    21    2.2.22  Dialog: Messumfängekatalog[LE120]           25.92    tfidf    
1    22    2.3  Auftragstatus           24.43    tfidf    
1    23    2.2.11  Dialog: Reinen[LE97] E/E Auftrag zuordnen           24.37    tfidf    
1    24    5.4.2 Auslöser „Zuständigkeitswechsel[LE185]“           24.12    tfidf    
1    25    5.2 Berechtigungskonzept           23.41    tfidf    
1    26    2.2.5.4 Zugriffsberechtigung           23.34    tfidf    
1    27    2.2.27  Dialog: Benutzer pflegen           22.87    tfidf    
1    28    2.2.5.6  E/E Auftragsverwaltung Detailbereich[LE51]           22.66    tfidf    
1    29    2.2.18 Dialog: Auswertung Lebenslauf[LE115]           22.25    tfidf    
1    30    2.3.3  Prozess für Stornierung           22.04    tfidf    
1    31    5.3.2 Explizites Sperren           21.59    tfidf    
1    32    3.1.2 FO: AuthorizationProfile           21.37    tfidf    
1    33    5.5 Archivierungskonzept[LE187]           21.32    tfidf    
1    34    2.2.8  Dialog: Auftragsinhalte[LE93] übernehmen           19.86    tfidf    
1    35    2.2.12  Dialog: Zuordnung[LE98] HW/SW Umbaumeisterei           19.00    tfidf    
1    36    5.4.1 Auslöser[LE184] „Statuswechsel“ und „PIT Auftragseingang“       18.98    tfidf        
1    37    2.2.17 Dialog: Ausstattung anzeigen           17.37    tfidf    
1    38    2.2.6 Offener Auftrag – Hinweismeldung           16.01    tfidf    
1    39    2.2.15  Dialog: Kurztest anzeigen           15.10    tfidf    
1    40    2.3.4  Prozess für Ablehung           14.42    tfidf    
1    41    2.2.9 Dialog: Fahrzeughistorie[LE94]           14.20    tfidf    
1    42    2.2.19  Dialog: FiNAS-Fahrzeugdatensätze anzeigen           12.14    tfidf    
1    43    2.2.5.1.2 Tabellenspalten           11.95    tfidf    
1    44    2.2.7.2.1 Dialog: Montageberichtkatalog           11.08    tfidf    
1    45    2.2.3 Zugriff    9,822    tfidf    
1    46    3.1.1 FO: User    9,737    tfidf    
1    47    2.2.29  Dialog: Info[LE155]    9,667    tfidf    
1    48    1.2 Prozessbeschreibung    9,059    tfidf    
1    49    2.1.9 Herunterladen von[LE10] Anhängen    8,300    tfidf    
1    50    2.2.1.1 Detailbereich allgemein    6,868    tfidf    
1    51    2.1.1  Benutzerrechte    5,492    tfidf    
1    52    3.1.3 FO: Configuration    5,372    tfidf    
1    53    2.2.5.3 Kopfbereich    4,090    tfidf    
1    54    2.1.12  Enablement und Sichtbarkeit    3,450    tfidf    
1    55    2.1.10 Filtern von Auswahllisten    3,157    tfidf    
1    56    2.2.4 Synchronisierung    2,500    tfidf    
